track_id,styles,category_styles
259,Crime|Drama|Thriller,Crime|Drama|Thriller
260,Action|Adventure|Fantasy|Sci-Fi,Action|Adventure|Fantasy|Sci-Fi
261,Drama,Drama
262,Children's|Drama,Children's|Drama
263,Drama,Drama
264,Drama,Drama
265,Drama|Romance,Drama|Romance
266,Drama|Romance|War|Western,Drama|Romance|War|Western
267,Comedy,Comedy
268,Drama,Drama
269,Drama,Drama
270,Drama|Romance,Drama|Romance
271,Drama,Drama
272,Drama,Drama
273,Drama|Horror,Drama|Horror
274,Comedy,Comedy
275,Comedy,Comedy
276,Comedy|Romance,Comedy|Romance
277,Drama,Drama
278,Comedy,Comedy
279,Drama,Drama
280,Drama|Thriller,Drama|Thriller
281,Drama,Drama
282,Drama,Drama
283,Crime|Drama,Crime|Drama
284,Action|Crime,Action|Crime
285,Drama|Horror,Drama|Horror
286,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
287,Comedy|Romance,Comedy|Romance
288,Action|Thriller,Action|Thriller
289,Comedy|Romance,Comedy|Romance
290,Crime|Drama,Crime|Drama
291,Thriller,Thriller
292,Action|Drama|Thriller,Action|Drama|Thriller
293,Crime|Drama|Romance|Thriller,Crime|Drama|Romance|Thriller
294,Comedy|Romance,Comedy|Romance
295,Comedy|Romance,Comedy|Romance
296,Crime|Drama,Crime|Drama
297,Drama,Drama
298,Comedy,Comedy
299,Drama,Drama
300,Drama,Drama
301,Drama|Romance,Drama|Romance
302,Drama|Romance,Drama|Romance
303,Action|Adventure|Western,Action|Adventure|Western
304,Comedy|Drama,Comedy|Drama
305,Comedy,Comedy
306,Drama,Drama
307,Drama,Drama
308,Drama,Drama
309,Drama,Drama
310,Comedy,Comedy
311,Horror|Thriller,Horror|Thriller
312,Comedy,Comedy
313,Animation|Children's,Animation|Children's
314,Drama,Drama
315,Action,Action
316,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
317,Children's|Comedy|Fantasy,Children's|Comedy|Fantasy
318,Drama,Drama
319,Thriller,Thriller
320,Film-Noir|Thriller,Film-Noir|Thriller
321,Drama,Drama
322,Comedy|Drama,Comedy|Drama
324,Comedy,Comedy
325,Comedy,Comedy
326,Drama,Drama
327,Action|Comedy|Musical|Sci-Fi,Action|Comedy|Musical|Sci-Fi
328,Horror,Horror
329,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
330,Comedy|Horror,Comedy|Horror
331,Drama,Drama
332,Horror|Sci-Fi,Horror|Sci-Fi
333,Comedy,Comedy
334,Drama,Drama
335,Mystery|Thriller,Mystery|Thriller
336,Drama|War,Drama|War
337,Drama,Drama
338,Sci-Fi|Thriller,Sci-Fi|Thriller
339,Comedy|Romance,Comedy|Romance
340,Adventure|Drama,Adventure|Drama
341,Drama,Drama
342,Comedy|Romance,Comedy|Romance
343,Children's,Children's
344,Comedy,Comedy
345,Comedy|Drama,Comedy|Drama
346,Drama|Musical,Drama|Musical
347,Drama,Drama
348,Comedy,Comedy
349,Action|Adventure|Thriller,Action|Adventure|Thriller
350,Drama|Mystery|Thriller,Drama|Mystery|Thriller
351,Comedy|Drama|Romance,Comedy|Drama|Romance
352,Comedy,Comedy
353,Action|Romance|Thriller,Action|Romance|Thriller
354,Drama,Drama
355,Children's|Comedy,Children's|Comedy
356,Comedy|Romance|War,Comedy|Romance|War
357,Comedy|Romance,Comedy|Romance
358,Drama,Drama
359,Comedy|Drama|Romance,Comedy|Drama|Romance
360,Action|Comedy,Action|Comedy
361,Drama|Romance,Drama|Romance
362,Adventure|Children's|Romance,Adventure|Children's|Romance
363,Documentary,Documentary
364,Animation|Children's|Musical,Animation|Children's|Musical
365,Drama,Drama
366,Horror,Horror
367,Comedy|Crime|Fantasy,Comedy|Crime|Fantasy
368,Action|Comedy|Western,Action|Comedy|Western
369,Drama,Drama
370,Comedy,Comedy
371,Comedy|Drama,Comedy|Drama
372,Comedy|Drama,Comedy|Drama
373,Thriller,Thriller
374,Children's|Comedy,Children's|Comedy
375,Drama,Drama
376,Action|Thriller,Action|Thriller
377,Action|Romance|Thriller,Action|Romance|Thriller
378,Comedy|Romance,Comedy|Romance
379,Action|Sci-Fi,Action|Sci-Fi
380,Action|Adventure|Comedy|Romance,Action|Adventure|Comedy|Romance
381,Drama,Drama
382,Drama|Horror,Drama|Horror
383,Western,Western
384,Action,Action
385,Drama,Drama
386,Drama,Drama
387,Action|Comedy,Action|Comedy
388,Drama,Drama
389,Drama|Romance|War,Drama|Romance|War
390,Action|Comedy|Drama,Action|Comedy|Drama
391,Crime|Drama,Crime|Drama
392,Adventure|Children's,Adventure|Children's
393,Action,Action
394,Action,Action
395,Drama,Drama
396,Drama,Drama
397,Horror,Horror
398,Documentary,Documentary
399,Drama,Drama
400,Drama,Drama
401,Action|Thriller,Action|Thriller
402,Comedy,Comedy
403,Comedy|Crime|Drama,Comedy|Crime|Drama
404,Documentary,Documentary
405,Action|Sci-Fi,Action|Sci-Fi
406,Drama,Drama
407,Horror|Thriller,Horror|Thriller
408,Drama,Drama
409,Drama,Drama
410,Comedy,Comedy
411,Comedy,Comedy
412,Drama,Drama
413,Comedy,Comedy
414,Comedy,Comedy
415,Comedy|Thriller,Comedy|Thriller
416,Western,Western
417,Comedy|Romance,Comedy|Romance
418,Drama,Drama
419,Comedy,Comedy
420,Action|Comedy,Action|Comedy
421,Adventure|Children's,Adventure|Children's
422,Thriller,Thriller
423,Action|Thriller,Action|Thriller
424,Drama,Drama
425,Drama|Romance,Drama|Romance
426,Horror|Sci-Fi|Thriller,Horror|Sci-Fi|Thriller
427,Mystery|Romance|Thriller,Mystery|Romance|Thriller
428,Drama,Drama
429,Comedy,Comedy
430,Drama,Drama
431,Crime|Drama,Crime|Drama
432,Comedy|Western,Comedy|Western
433,Comedy,Comedy
434,Action|Adventure|Crime,Action|Adventure|Crime
435,Comedy|Sci-Fi,Comedy|Sci-Fi
436,Drama|Thriller,Drama|Thriller
437,Comedy,Comedy
438,Action|Comedy,Action|Comedy
439,Drama,Drama
440,Comedy|Romance,Comedy|Romance
441,Comedy,Comedy
442,Action|Sci-Fi,Action|Sci-Fi
443,Documentary,Documentary
444,Comedy|Romance,Comedy|Romance
445,Comedy,Comedy
446,Drama|Romance,Drama|Romance
447,Comedy|Romance,Comedy|Romance
448,Drama,Drama
449,Comedy,Comedy
450,Comedy|Drama,Comedy|Drama
451,Drama|Mystery|Romance,Drama|Mystery|Romance
452,Drama,Drama
453,Comedy,Comedy
454,Drama|Thriller,Drama|Thriller
455,Adventure|Children's|Drama,Adventure|Children's|Drama
456,Drama,Drama
457,Action|Thriller,Action|Thriller
458,Drama|Western,Drama|Western
459,Action,Action
460,Comedy,Comedy
461,Drama|Romance,Drama|Romance
462,Action|Adventure,Action|Adventure
463,Crime|Drama|Thriller,Crime|Drama|Thriller
464,Action|Adventure|Crime|Thriller,Action|Adventure|Crime|Thriller
465,Action|Drama|War,Action|Drama|War
466,Action|Comedy|War,Action|Comedy|War
467,Comedy,Comedy
468,Comedy|Romance,Comedy|Romance
469,Drama|Romance,Drama|Romance
470,Comedy,Comedy
471,Comedy|Romance,Comedy|Romance
472,Comedy|Drama,Comedy|Drama
473,Comedy|War,Comedy|War
474,Action|Thriller,Action|Thriller
475,Drama,Drama
476,Comedy|Drama,Comedy|Drama
477,Drama,Drama
478,Comedy,Comedy
479,Action,Action
480,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
481,Drama|Thriller,Drama|Thriller
482,Thriller,Thriller
483,Drama,Drama
484,Adventure|Children's,Adventure|Children's
485,Action|Comedy,Action|Comedy
486,Comedy,Comedy
487,Comedy|Western,Comedy|Western
488,Drama,Drama
489,Comedy,Comedy
490,Thriller,Thriller
491,Drama,Drama
492,Comedy|Mystery,Comedy|Mystery
493,Action|Crime|Drama,Action|Crime|Drama
494,Action|Thriller,Action|Thriller
495,Drama,Drama
496,Comedy|Drama|Romance,Comedy|Drama|Romance
497,Comedy|Romance,Comedy|Romance
498,Drama|Romance,Drama|Romance
499,Comedy|Romance,Comedy|Romance
500,Comedy,Comedy
501,Drama,Drama
502,Action|Children's,Action|Children's
503,Drama,Drama
504,Action|Sci-Fi,Action|Sci-Fi
505,Comedy,Comedy
506,Drama,Drama
507,Action|Drama,Action|Drama
508,Drama,Drama
509,Drama|Romance,Drama|Romance
510,Drama,Drama
511,Action|Drama,Action|Drama
512,Horror|Sci-Fi,Horror|Sci-Fi
513,Comedy|Mystery|Romance,Comedy|Mystery|Romance
514,Comedy,Comedy
515,Drama,Drama
516,Comedy|Drama|War,Comedy|Drama|War
517,Action|Drama|Mystery,Action|Drama|Mystery
518,Comedy,Comedy
519,Sci-Fi|Thriller,Sci-Fi|Thriller
520,Comedy,Comedy
521,Crime|Thriller,Crime|Thriller
522,Action|Drama,Action|Drama
523,Drama,Drama
524,Drama,Drama
525,Drama,Drama
526,Drama,Drama
527,Drama|War,Drama|War
528,Drama,Drama
529,Drama,Drama
530,Drama,Drama
531,Children's|Drama,Children's|Drama
532,Comedy|Crime|Horror,Comedy|Crime|Horror
533,Action,Action
534,Drama|Romance,Drama|Romance
535,Drama,Drama
536,Drama,Drama
537,Comedy|Drama,Comedy|Drama
538,Drama,Drama
539,Comedy|Romance,Comedy|Romance
540,Thriller,Thriller
541,Film-Noir|Sci-Fi,Film-Noir|Sci-Fi
542,Comedy,Comedy
543,Comedy|Romance|Thriller,Comedy|Romance|Thriller
544,Action,Action
545,Drama,Drama
546,Action|Adventure|Children's|Sci-Fi,Action|Adventure|Children's|Sci-Fi
547,Action|Adventure|Thriller,Action|Adventure|Thriller
548,Action,Action
549,Documentary,Documentary
550,Comedy|Romance,Comedy|Romance
551,Children's|Comedy|Musical,Children's|Comedy|Musical
552,Action|Adventure|Comedy,Action|Adventure|Comedy
553,Western,Western
554,Thriller,Thriller
555,Action|Crime|Romance,Action|Crime|Romance
556,Documentary,Documentary
557,Drama,Drama
558,Action|Adventure|Animation|Children's|Fantasy,Action|Adventure|Animation|Children's|Fantasy
559,Comedy,Comedy
560,Drama,Drama
561,Thriller,Thriller
562,Comedy|Drama,Comedy|Drama
563,Drama,Drama
564,Comedy,Comedy
565,Horror,Horror
566,Comedy|Romance,Comedy|Romance
567,Drama,Drama
568,Comedy|Drama,Comedy|Drama
569,Children's|Comedy,Children's|Comedy
570,Comedy|Drama,Comedy|Drama
571,Drama,Drama
572,Drama,Drama
573,Drama,Drama
574,Comedy|Drama,Comedy|Drama
575,Children's|Comedy,Children's|Comedy
576,Comedy,Comedy
577,Adventure|Children's,Adventure|Children's
578,Drama|Mystery,Drama|Mystery
579,Thriller,Thriller
580,Drama,Drama
581,Documentary,Documentary
582,Comedy,Comedy
583,Comedy|Drama,Comedy|Drama
584,Drama,Drama
585,Comedy,Comedy
586,Children's|Comedy,Children's|Comedy
587,Comedy|Romance|Thriller,Comedy|Romance|Thriller
588,Animation|Children's|Comedy|Musical,Animation|Children's|Comedy|Musical
589,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
590,Adventure|Drama|Western,Adventure|Drama|Western
591,Action|Drama|Thriller,Action|Drama|Thriller
592,Action|Adventure|Crime|Drama,Action|Adventure|Crime|Drama
593,Drama|Thriller,Drama|Thriller
594,Animation|Children's|Musical,Animation|Children's|Musical
595,Animation|Children's|Musical,Animation|Children's|Musical
596,Animation|Children's,Animation|Children's
597,Comedy|Romance,Comedy|Romance
598,Comedy,Comedy
599,Western,Western
600,Thriller,Thriller
601,Drama,Drama
602,Documentary,Documentary
603,Comedy,Comedy
604,Documentary,Documentary
605,Drama|Romance,Drama|Romance
606,Horror,Horror
607,Drama,Drama
608,Crime|Drama|Thriller,Crime|Drama|Thriller
609,Adventure|Children's,Adventure|Children's
610,Action|Adventure|Animation|Horror|Sci-Fi,Action|Adventure|Animation|Horror|Sci-Fi
611,Action|Horror|Sci-Fi,Action|Horror|Sci-Fi
612,Comedy,Comedy
613,Drama|Romance,Drama|Romance
614,Drama|Thriller,Drama|Thriller
615,Drama,Drama
616,Animation|Children's,Animation|Children's
617,Drama,Drama
618,Comedy|Romance,Comedy|Romance
619,Comedy,Comedy
620,Drama,Drama
621,Drama,Drama
623,Romance,Romance
624,Action|Drama|Thriller,Action|Drama|Thriller
625,Drama,Drama
626,Comedy,Comedy
627,Drama|Thriller,Drama|Thriller
628,Drama|Thriller,Drama|Thriller
629,Drama,Drama
630,Drama|Romance,Drama|Romance
631,Animation|Children's|Musical,Animation|Children's|Musical
632,War,War
633,Comedy,Comedy
634,Comedy,Comedy
635,Comedy|Drama,Comedy|Drama
636,Drama,Drama
637,Comedy,Comedy
638,Romance,Romance
639,Comedy,Comedy
640,Drama|Thriller,Drama|Thriller
641,Comedy,Comedy
642,Drama,Drama
643,Comedy,Comedy
644,Comedy,Comedy
645,Drama,Drama
647,Drama|War,Drama|War
648,Action|Adventure|Mystery,Action|Adventure|Mystery
649,Comedy|Drama,Comedy|Drama
650,Drama,Drama
651,Comedy,Comedy
652,Mystery,Mystery
653,Action|Adventure|Fantasy,Action|Adventure|Fantasy
654,Drama|Romance,Drama|Romance
655,Comedy,Comedy
656,Comedy,Comedy
657,Comedy|Drama,Comedy|Drama
658,Drama,Drama
659,Crime|Thriller,Crime|Thriller
660,Drama,Drama
661,Animation|Children's|Musical,Animation|Children's|Musical
662,Thriller,Thriller
663,Comedy,Comedy
664,Comedy,Comedy
665,War,War
666,Drama,Drama
667,Action,Action
668,Drama,Drama
669,Drama,Drama
670,Drama,Drama
671,Comedy|Sci-Fi,Comedy|Sci-Fi
672,Drama,Drama
673,Adventure|Animation|Children's|Comedy|Fantasy,Adventure|Animation|Children's|Comedy|Fantasy
674,Adventure|Sci-Fi,Adventure|Sci-Fi
675,Action|Drama|Thriller,Action|Drama|Thriller
676,Drama,Drama
678,Drama|Thriller,Drama|Thriller
679,Drama,Drama
680,Sci-Fi,Sci-Fi
681,Crime,Crime
682,Documentary|Drama,Documentary|Drama
683,Documentary,Documentary
684,Drama,Drama
685,Drama,Drama
687,Drama|Romance,Drama|Romance
688,Action|Adventure|Comedy|War,Action|Adventure|Comedy|War
690,Romance,Romance
691,Comedy|Romance,Comedy|Romance
692,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
693,Drama,Drama
694,Action,Action
695,Mystery|Thriller,Mystery|Thriller
696,Thriller,Thriller
697,Drama|Romance,Drama|Romance
698,Drama,Drama
699,Drama,Drama
700,Comedy,Comedy
701,Drama,Drama
702,Drama,Drama
703,Drama,Drama
704,Action|Adventure,Action|Adventure
705,Comedy,Comedy
706,Drama,Drama
707,Crime|Film-Noir|Thriller,Crime|Film-Noir|Thriller
708,Comedy|Romance,Comedy|Romance
709,Animation|Children's,Animation|Children's
710,Comedy,Comedy
711,Adventure|Children's,Adventure|Children's
712,Drama,Drama
713,Drama,Drama
714,Western,Western
715,Drama,Drama
716,Crime,Crime
717,Comedy,Comedy
718,Comedy|Sci-Fi,Comedy|Sci-Fi
719,Comedy,Comedy
720,Animation,Animation
721,Drama,Drama
722,Documentary,Documentary
723,Drama,Drama
724,Drama|Horror,Drama|Horror
725,Comedy,Comedy
726,Drama,Drama
727,Documentary,Documentary
728,Comedy,Comedy
729,Drama,Drama
730,Drama,Drama
731,Mystery|Thriller,Mystery|Thriller
732,Crime,Crime
733,Action|Adventure|Thriller,Action|Adventure|Thriller
734,Comedy,Comedy
735,Comedy|Horror,Comedy|Horror
736,Action|Adventure|Romance|Thriller,Action|Adventure|Romance|Thriller
737,Action|Sci-Fi,Action|Sci-Fi
738,Drama,Drama
739,Comedy,Comedy
741,Animation|Sci-Fi,Animation|Sci-Fi
742,Horror|Thriller,Horror|Thriller
743,Comedy,Comedy
744,Drama,Drama
745,Animation|Comedy|Thriller,Animation|Comedy|Thriller
746,Film-Noir,Film-Noir
747,Comedy,Comedy
748,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
749,Drama,Drama
750,Sci-Fi|War,Sci-Fi|War
751,Comedy,Comedy
752,Comedy|Romance,Comedy|Romance
753,Comedy|Drama,Comedy|Drama
754,Adventure|Children's,Adventure|Children's
755,Children's|Drama,Children's|Drama
756,Documentary,Documentary
757,Drama,Drama
758,Drama,Drama
759,Documentary,Documentary
760,War,War
761,Adventure,Adventure
762,Comedy|Crime,Comedy|Crime
763,Drama,Drama
764,Drama|Romance,Drama|Romance
765,Comedy|Drama,Comedy|Drama
766,Drama,Drama
767,Drama,Drama
768,Drama,Drama
769,Documentary,Documentary
770,Drama,Drama
771,Comedy|Drama,Comedy|Drama
772,Comedy,Comedy
773,Drama,Drama
774,Drama,Drama
775,Horror,Horror
776,Comedy|Drama,Comedy|Drama
777,War,War
778,Drama,Drama
779,Drama|Romance,Drama|Romance
780,Action|Sci-Fi|War,Action|Sci-Fi|War
781,Drama,Drama
782,Thriller,Thriller
783,Animation|Children's|Musical,Animation|Children's|Musical
784,Comedy,Comedy
785,Comedy,Comedy
786,Action|Thriller,Action|Thriller
787,Documentary,Documentary
788,Comedy|Fantasy|Romance|Sci-Fi,Comedy|Fantasy|Romance|Sci-Fi
789,Drama,Drama
790,Drama,Drama
791,Documentary,Documentary
792,Fantasy,Fantasy
793,Drama,Drama
794,Comedy|Drama,Comedy|Drama
795,Drama,Drama
796,Drama,Drama
797,Comedy,Comedy
798,Action|Adventure|Thriller,Action|Adventure|Thriller
799,Comedy|Horror,Comedy|Horror
800,Drama|Mystery,Drama|Mystery
801,Children's|Comedy,Children's|Comedy
802,Drama|Romance,Drama|Romance
803,Romance,Romance
804,Comedy|Romance,Comedy|Romance
805,Drama,Drama
806,Drama,Drama
807,Comedy|Romance,Comedy|Romance
808,Adventure|Children's,Adventure|Children's
809,Action|Adventure,Action|Adventure
810,Children's|Comedy|Fantasy,Children's|Comedy|Fantasy
811,Comedy,Comedy
812,Drama,Drama
813,Comedy,Comedy
814,Drama,Drama
815,Action|Mystery|Thriller,Action|Mystery|Thriller
816,Drama,Drama
818,Comedy,Comedy
819,Comedy|Drama,Comedy|Drama
820,Drama,Drama
821,Romance,Romance
822,Drama,Drama
823,Drama,Drama
824,Drama,Drama
825,Comedy|Romance,Comedy|Romance
826,Drama,Drama
827,Drama,Drama
828,Adventure|Children's,Adventure|Children's
829,Comedy|Musical,Comedy|Musical
830,Comedy,Comedy
831,Drama,Drama
832,Drama|Thriller,Drama|Thriller
833,Comedy,Comedy
834,Comedy,Comedy
835,Drama,Drama
836,Action|Adventure|Thriller,Action|Adventure|Thriller
837,Children's|Comedy,Children's|Comedy
838,Comedy|Drama|Romance,Comedy|Drama|Romance
839,Action|Thriller,Action|Thriller
840,Comedy,Comedy
841,Horror,Horror
842,Horror,Horror
843,Drama,Drama
844,Drama,Drama
845,Drama,Drama
846,Drama,Drama
847,Comedy|Drama,Comedy|Drama
848,Drama,Drama
849,Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
850,Crime|Drama,Crime|Drama
851,Drama,Drama
852,Comedy|Romance,Comedy|Romance
853,Drama,Drama
854,Drama,Drama
